LOC128237006	uncharacterized LOC128237006
LOC128246755	eukaryotic translation initiation factor 5A-like
LOC128202892	macrophage mannose receptor 1-like
LOC128202893	macrophage mannose receptor 1-like
LOC128202894	C-type mannose receptor 2-like
LOC128202896	guanylate-binding protein 1-like
LOC128246936	uncharacterized LOC128246936
LOC128202897	E3 ubiquitin-protein ligase TRIM33-like
LOC128203154	von Willebrand factor A domain-containing protein 8-like
LOC128246877	ubiquitin conjugation factor E4 B-like
LOC128203081	cytochrome b5 domain-containing protein 1-like
LOC128245704	N-alpha-acetyltransferase 38%2C NatC auxiliary subunit-like
LOC128246447	serine protease inhibitor Cvsi-2-like
LOC128202898	guanylate-binding protein 5-like
LOC128202899	guanylate-binding protein 6-like
LOC128202900	golgin subfamily A member 6-like protein 24
LOC128202903	guanylate-binding protein 5-like
LOC128203099	guanylate-binding protein 1-like
LOC128202904	guanylate-binding protein 1-like
LOC128203407	uncharacterized LOC128203407
LOC128203349	guanylate-binding protein 1-like
LOC128203095	guanylate-binding protein 3-like
LOC128246854	P2X purinoceptor 7-like
LOC128202909	uncharacterized LOC128202909
LOC128246853	guanylate-binding protein 1-like
LOC128202910	LDL receptor repeat-containing protein egg-2-like
LOC128203155	uncharacterized LOC128203155
LOC128246834	uncharacterized LOC128246834
LOC128246835	uncharacterized LOC128246835
LOC128246708	dentin sialophosphoprotein-like
LOC128245606	uncharacterized LOC128245606
LOC128202913	uncharacterized LOC128202913
LOC128203265	26S proteasome regulatory subunit 7
LOC128203115	uncharacterized LOC128203115
LOC128245512	uncharacterized LOC128245512
LOC128245687	ultra-long-chain fatty acid omega-hydroxylase-like
LOC128202914	uncharacterized LOC128202914
LOC128245340	zinc finger protein 862-like
LOC128245341	uncharacterized LOC128245341
LOC128245731	uncharacterized LOC128245731
LOC128245732	uncharacterized LOC128245732
LOC128203111	substance-K receptor-like
LOC128203110	neuropeptide Y receptor type 4-like
LOC128246459	baculoviral IAP repeat-containing protein 2-like
LOC128245721	uncharacterized LOC128245721
LOC128245733	uncharacterized LOC128245733
LOC128245734	uncharacterized LOC128245734
LOC128245736	ice-structuring glycoprotein-like
LOC128245737	uncharacterized LOC128245737
LOC128245572	L-rhamnose-binding lectin ELEL-1-like
LOC128245652	trifunctional purine biosynthetic protein adenosine-3-like
LOC128202921	uncharacterized LOC128202921
LOC128245738	pleckstrin homology domain-containing family B member 2-like
LOC128246590	sacsin-like
LOC128246591	sacsin-like
LOC128246593	sacsin-like
LOC128246589	sacsin-like
LOC128245472	high affinity cationic amino acid transporter 1-like
LOC128245474	uncharacterized LOC128245474
LOC128245551	uncharacterized LOC128245551
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
LOC128246719	protein kinase C iota type-like
LOC128203367	large subunit GTPase 1 homolog
LOC128245644	acetylcholine receptor subunit alpha-1-B-like
LOC128246546	SUZ domain-containing protein 1-like
LOC128246545	tetratricopeptide repeat protein 36-like
LOC128202927	uncharacterized LOC128202927
LOC128246516	uncharacterized LOC128246516
LOC128246563	L-rhamnose-binding lectin ELEL-1-like
LOC128203389	uncharacterized LOC128203389
LOC128245548	L-rhamnose-binding lectin ELEL-1-like
LOC128245553	L-rhamnose-binding lectin ELEL-1-like
LOC128203035	L-rhamnose-binding lectin ELEL-1-like
LOC128245739	D-galactoside-specific lectin-like
LOC128203036	L-rhamnose-binding lectin ELEL-1-like
LOC128203085	L-rhamnose-binding lectin ELEL-1-like
LOC128245740	D-galactoside-specific lectin-like
LOC128203209	L-rhamnose-binding lectin ELEL-1-like
LOC128245741	golgin subfamily A member 6-like protein 7
LOC128203225	L-rhamnose-binding lectin ELEL-1-like
LOC128245630	L-rhamnose-binding lectin CSL1-like
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
LOC128203375	uncharacterized LOC128203375
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
LOC128246813	solute carrier family 12 member 9-like
LOC128246812	solute carrier family 12 member 9-like
LOC128203351	beta-1%2C4-mannosyltransferase egh-like
LOC128245414	uncharacterized LOC128245414
LOC128203168	uncharacterized LOC128203168
LOC128246576	uncharacterized LOC128246576
LOC128203169	uncharacterized LOC128203169
LOC128245390	uncharacterized LOC128245390
LOC128245726	uncharacterized LOC128245726
LOC128246473	uncharacterized LOC128246473
LOC128203190	uncharacterized LOC128203190
LOC128203387	tyrosine-protein phosphatase non-receptor type 20-like
LOC128246437	cdc42 homolog
LOC128246436	transcription factor kayak-like
LOC128202683	activating transcription factor 3-like
LOC128202684	protein c-Fos-like
LOC128202682	ATP-dependent RNA helicase DDX19A-like
LOC128245475	dnaJ homolog subfamily C member 16-like
LOC128203176	cell death protein 3-like
LOC128203178	uncharacterized LOC128203178
LOC128203109	uncharacterized LOC128203109
LOC128203248	ropporin-1-like protein
LOC128246587	formin-binding protein 4-like
LOC128202740	synembryn-A-like
LOC128245742	uncharacterized LOC128245742
LOC128246951	troponin T%2C skeletal muscle-like
LOC128245503	uncharacterized LOC128245503
LOC128245501	CD151 antigen-like
LOC128245502	CD151 antigen-like
LOC128203230	uncharacterized LOC128203230
LOC128202875	potassium voltage-gated channel protein Shaw-like
LOC128246450	uncharacterized LOC128246450
LOC128203197	uncharacterized LOC128203197
LOC128203624	tyrosine-protein phosphatase non-receptor type 20-like
LOC128245466	cdc42 homolog
LOC128245465	transcription factor kayak-like
LOC128245743	uncharacterized protein K02A2.6-like
LOC128245744	activating transcription factor 3-like
LOC128203463	uncharacterized LOC128203463
LOC128245565	uncharacterized LOC128245565
LOC128245564	uncharacterized LOC128245564
LOC128245566	transcription factor kayak-like
LOC128245746	basic leucine zipper transcriptional factor ATF-like 3
LOC128203589	uncharacterized LOC128203589
LOC128203588	uncharacterized LOC128203588
LOC128203590	transcription factor kayak-like
LOC128245747	uncharacterized protein K02A2.6-like
LOC128203591	activating transcription factor 3-like
LOC128245621	uncharacterized LOC128245621
LOC128245620	uncharacterized LOC128245620
LOC128245623	transcription factor kayak-like
LOC128245748	basic leucine zipper transcriptional factor ATF-like 3
LOC128245624	activating transcription factor 3-like
LOC128203464	protein c-Fos-like
LOC128203238	ATP-dependent RNA helicase DDX19A-like
LOC128245690	dnaJ homolog subfamily C member 16-like
LOC128203201	cell death protein 3-like
LOC128203202	uncharacterized LOC128203202
LOC128245749	uncharacterized LOC128245749
LOC128245750	uncharacterized LOC128245750
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
LOC128245751	uncharacterized transmembrane protein DDB_G0289901-like
LOC128203089	solute carrier family 2%2C facilitated glucose transporter member 3-like
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucg	transfer RNA arginine (anticodon UCG)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnar-ucu	transfer RNA arginine (anticodon UCU)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
Trnad-guc	transfer RNA aspartic acid (anticodon GUC)
LOC128203632	uncharacterized LOC128203632
LOC128202765	protein RCC2 homolog
LOC128203313	heat shock 70 kDa protein 12A-like
LOC128203550	heat shock 70 kDa protein 12A-like
LOC128203551	heat shock 70 kDa protein 12A-like
LOC128203659	heat shock 70 kDa protein 12A-like
LOC128203082	heat shock 70 kDa protein 12A-like
LOC128203355	heat shock 70 kDa protein 12A-like
LOC128245313	sex peptide receptor-like
LOC128203083	lymphocyte antigen 75-like
LOC128203458	uncharacterized LOC128203458
LOC128202984	alanine--glyoxylate aminotransferase-like
LOC128203764	uncharacterized LOC128203764
LOC128246624	uncharacterized LOC128246624
LOC128246423	uncharacterized LOC128246423
LOC128245752	uncharacterized LOC128245752
LOC128203262	heat shock 70 kDa protein 12A-like
LOC128245753	heat shock 70 kDa protein 12A-like
LOC128245754	heat shock 70 kDa protein 12A-like
LOC128203302	heat shock 70 kDa protein 12B-like
LOC128245755	heat shock 70 kDa protein 12A-like
LOC128245756	heat shock 70 kDa protein 12A-like
LOC128245757	heat shock 70 kDa protein 12B-like
LOC128245758	heat shock 70 kDa protein 12B-like
LOC128245759	heat shock 70 kDa protein 12A-like
LOC128245760	heat shock 70 kDa protein 12B-like
LOC128245761	heat shock 70 kDa protein 12A-like
LOC128245762	heat shock 70 kDa protein 12A-like
LOC128245764	heat shock 70 kDa protein 12A-like
LOC128203417	heat shock 70 kDa protein 12A-like
LOC128245765	heat shock 70 kDa protein 12A-like
LOC128245766	heat shock 70 kDa protein 12A-like
LOC128245767	heat shock 70 kDa protein 12B-like
LOC128203310	heat shock 70 kDa protein 12A-like
LOC128246710	uncharacterized LOC128246710
LOC128245768	uncharacterized LOC128245768
LOC128245769	heat shock 70 kDa protein 12A-like
LOC128245770	heat shock 70 kDa protein 12A-like
LOC128203271	heat shock 70 kDa protein 12A-like
LOC128245771	heat shock 70 kDa protein 12A-like
LOC128245547	uncharacterized LOC128245547
LOC128245772	heat shock 70 kDa protein 12A-like
LOC128245773	heat shock 70 kDa protein 12A-like
LOC128245775	heat shock 70 kDa protein 12B-like
LOC128245776	heat shock 70 kDa protein 12A-like
LOC128203440	heat shock 70 kDa protein 12A-like
LOC128203442	uncharacterized LOC128203442
LOC128203441	heat shock 70 kDa protein 12A-like
LOC128245777	heat shock 70 kDa protein 12A-like
LOC128245778	heat shock 70 kDa protein 12A-like
LOC128203730	heat shock 70 kDa protein 12B-like
LOC128203421	uncharacterized LOC128203421
LOC128245779	heat shock 70 kDa protein 12B-like
LOC128203108	cornifelin-like
LOC128245780	uncharacterized LOC128245780
Trnae-cuc	transfer RNA glutamic acid (anticodon CUC)
LOC128245781	mucin-2-like
LOC128246415	growth hormone secretagogue receptor type 1-like
LOC128245782	cyclin N-terminal domain-containing protein 1-like
LOC128245461	PDZ and LIM domain protein 3-like
LOC128246596	uncharacterized LOC128246596
LOC128203180	cornifelin-like
LOC128203614	heat shock 70 kDa protein 12B-like
LOC128245783	heat shock 70 kDa protein 12A-like
LOC128245784	heat shock 70 kDa protein 12A-like
LOC128203767	heat shock 70 kDa protein 12A-like
LOC128203768	uncharacterized LOC128203768
LOC128203766	heat shock 70 kDa protein 12A-like
LOC128245587	uncharacterized LOC128245587
LOC128246588	uncharacterized LOC128246588
LOC128246942	uncharacterized LOC128246942
LOC128245786	uncharacterized LOC128245786
LOC128245308	neprilysin-1-like
LOC128245306	ATP-dependent translocase ABCB1-like
LOC128246707	ATP-dependent translocase ABCB1-like
LOC128245787	serine/arginine repetitive matrix protein 2-like
LOC128245788	uncharacterized LOC128245788
LOC128246675	uncharacterized LOC128246675
LOC128245789	uncharacterized LOC128245789
LOC128203537	uncharacterized LOC128203537
LOC128245790	heat shock 70 kDa protein 12A-like
LOC128203539	heat shock 70 kDa protein 12B-like
LOC128245791	uncharacterized LOC128245791
LOC128245370	uncharacterized LOC128245370
LOC128245371	calcium-binding and coiled-coil domain-containing protein 2-like
LOC128245372	uncharacterized LOC128245372
LOC128245373	uncharacterized LOC128245373
